States,Cancer Sites,Age Groups,Sex,Sex Code,Year,Count
Arizona,Lung and Bronchus,55-59 years,Female,F,2000,112
Arizona,Lung and Bronchus,55-59 years,Female,F,2001,120
Arizona,Lung and Bronchus,55-59 years,Female,F,2002,119
Arizona,Lung and Bronchus,55-59 years,Female,F,2003,122
Arizona,Lung and Bronchus,55-59 years,Female,F,2004,130
Arizona,Lung and Bronchus,55-59 years,Female,F,2005,132
Arizona,Lung and Bronchus,55-59 years,Female,F,2006,124
Arizona,Lung and Bronchus,55-59 years,Female,F,2007,138
Arizona,Lung and Bronchus,55-59 years,Female,F,2008,145
Arizona,Lung and Bronchus,55-59 years,Female,F,2009,132
Arizona,Lung and Bronchus,55-59 years,Female,F,2010,125
Arizona,Lung and Bronchus,55-59 years,Female,F,2011,147
Arizona,Lung and Bronchus,55-59 years,Female,F,2012,129
Arizona,Lung and Bronchus,55-59 years,Female,F,2013,110
Arizona,Lung and Bronchus,55-59 years,Female,F,2014,136
Arizona,Lung and Bronchus,55-59 years,Female,F,2015,155
Arizona,Lung and Bronchus,55-59 years,Male,M,2000,133
Arizona,Lung and Bronchus,55-59 years,Male,M,2001,154
Arizona,Lung and Bronchus,55-59 years,Male,M,2002,151
Arizona,Lung and Bronchus,55-59 years,Male,M,2003,154
Arizona,Lung and Bronchus,55-59 years,Male,M,2004,148
Arizona,Lung and Bronchus,55-59 years,Male,M,2005,137
Arizona,Lung and Bronchus,55-59 years,Male,M,2006,141
Arizona,Lung and Bronchus,55-59 years,Male,M,2007,124
Arizona,Lung and Bronchus,55-59 years,Male,M,2008,139
Arizona,Lung and Bronchus,55-59 years,Male,M,2009,160
Arizona,Lung and Bronchus,55-59 years,Male,M,2010,142
Arizona,Lung and Bronchus,55-59 years,Male,M,2011,137
Arizona,Lung and Bronchus,55-59 years,Male,M,2012,143
Arizona,Lung and Bronchus,55-59 years,Male,M,2013,175
Arizona,Lung and Bronchus,55-59 years,Male,M,2014,135
Arizona,Lung and Bronchus,55-59 years,Male,M,2015,156
Arizona,Lung and Bronchus,60-64 years ,Female,F,2000,176
Arizona,Lung and Bronchus,60-64 years ,Female,F,2001,176
Arizona,Lung and Bronchus,60-64 years ,Female,F,2002,192
Arizona,Lung and Bronchus,60-64 years ,Female,F,2003,182
Arizona,Lung and Bronchus,60-64 years ,Female,F,2004,183
Arizona,Lung and Bronchus,60-64 years ,Female,F,2005,207
Arizona,Lung and Bronchus,60-64 years ,Female,F,2006,206
Arizona,Lung and Bronchus,60-64 years ,Female,F,2007,214
Arizona,Lung and Bronchus,60-64 years ,Female,F,2008,202
Arizona,Lung and Bronchus,60-64 years ,Female,F,2009,189
Arizona,Lung and Bronchus,60-64 years ,Female,F,2010,198
Arizona,Lung and Bronchus,60-64 years ,Female,F,2011,191
Arizona,Lung and Bronchus,60-64 years ,Female,F,2012,204
Arizona,Lung and Bronchus,60-64 years ,Female,F,2013,228
Arizona,Lung and Bronchus,60-64 years ,Female,F,2014,202
Arizona,Lung and Bronchus,60-64 years ,Female,F,2015,225
Arizona,Lung and Bronchus,60-64 years ,Male,M,2000,185
Arizona,Lung and Bronchus,60-64 years ,Male,M,2001,215
Arizona,Lung and Bronchus,60-64 years ,Male,M,2002,228
Arizona,Lung and Bronchus,60-64 years ,Male,M,2003,238
Arizona,Lung and Bronchus,60-64 years ,Male,M,2004,248
Arizona,Lung and Bronchus,60-64 years ,Male,M,2005,249
Arizona,Lung and Bronchus,60-64 years ,Male,M,2006,242
Arizona,Lung and Bronchus,60-64 years ,Male,M,2007,223
Arizona,Lung and Bronchus,60-64 years ,Male,M,2008,210
Arizona,Lung and Bronchus,60-64 years ,Male,M,2009,248
Arizona,Lung and Bronchus,60-64 years ,Male,M,2010,226
Arizona,Lung and Bronchus,60-64 years ,Male,M,2011,223
Arizona,Lung and Bronchus,60-64 years ,Male,M,2012,224
Arizona,Lung and Bronchus,60-64 years ,Male,M,2013,226
Arizona,Lung and Bronchus,60-64 years ,Male,M,2014,206
Arizona,Lung and Bronchus,60-64 years ,Male,M,2015,247
Arkansas,Tongue,55-59 years,Male,M,2009,17
Arkansas,Tongue,55-59 years,Male,M,2010,19
Arkansas,Tongue,55-59 years,Male,M,2011,17
Arkansas,Tongue,55-59 years,Male,M,2012,17
Arkansas,Tongue,55-59 years,Male,M,2014,20
Arkansas,Tongue,55-59 years,Male,M,2015,19
Arkansas,Tongue,60-64 years ,Male,M,2009,20
Arkansas,Tongue,60-64 years ,Male,M,2010,19
Arkansas,Tongue,60-64 years ,Male,M,2011,25
Arkansas,Tongue,60-64 years ,Male,M,2013,17
Arkansas,Tongue,60-64 years ,Male,M,2014,25
Arkansas,Tongue,60-64 years ,Male,M,2015,23
Arkansas,Liver,50-54 years,Male,M,2004,21
Arkansas,Liver,50-54 years,Male,M,2006,23
Arkansas,Liver,50-54 years,Male,M,2007,20
Arkansas,Liver,50-54 years,Male,M,2008,19
Arkansas,Liver,50-54 years,Male,M,2009,21
Arkansas,Liver,50-54 years,Male,M,2010,27
Arkansas,Liver,50-54 years,Male,M,2011,16
Arkansas,Liver,50-54 years,Male,M,2012,23
Arkansas,Liver,50-54 years,Male,M,2014,18
Arkansas,Liver,55-59 years,Male,M,2006,22
Arkansas,Liver,55-59 years,Male,M,2007,22
Arkansas,Liver,55-59 years,Male,M,2008,23
Arkansas,Liver,55-59 years,Male,M,2009,29
Arkansas,Liver,55-59 years,Male,M,2010,35
Arkansas,Liver,55-59 years,Male,M,2011,35
Arkansas,Liver,55-59 years,Male,M,2012,36
Arkansas,Liver,55-59 years,Male,M,2013,35
Arkansas,Liver,55-59 years,Male,M,2014,27
Arkansas,Liver,55-59 years,Male,M,2015,32
Arkansas,Liver,60-64 years ,Male,M,2009,22
Arkansas,Liver,60-64 years ,Male,M,2010,27
Arkansas,Liver,60-64 years ,Male,M,2011,30
Arkansas,Liver,60-64 years ,Male,M,2012,36
Arkansas,Liver,60-64 years ,Male,M,2013,42
Arkansas,Liver,60-64 years ,Male,M,2014,39
Arkansas,Liver,60-64 years ,Male,M,2015,47
Arkansas,Lung and Bronchus,40-44 years,Female,F,2002,17
Arkansas,Lung and Bronchus,40-44 years,Female,F,2004,19
Arkansas,Lung and Bronchus,40-44 years,Female,F,2006,17
Arkansas,Lung and Bronchus,40-44 years,Female,F,2007,18
Arkansas,Lung and Bronchus,40-44 years,Male,M,2001,25
Arkansas,Lung and Bronchus,40-44 years,Male,M,2002,22
Arkansas,Lung and Bronchus,40-44 years,Male,M,2003,32
Arkansas,Lung and Bronchus,40-44 years,Male,M,2004,19
Arkansas,Lung and Bronchus,40-44 years,Male,M,2005,26
Arkansas,Lung and Bronchus,40-44 years,Male,M,2006,17
Arkansas,Lung and Bronchus,40-44 years,Male,M,2013,17
Arkansas,Lung and Bronchus,45-49 years,Female,F,2001,31
Arkansas,Lung and Bronchus,45-49 years,Female,F,2002,31
Arkansas,Lung and Bronchus,45-49 years,Female,F,2003,29
Arkansas,Lung and Bronchus,45-49 years,Female,F,2004,37
Arkansas,Lung and Bronchus,45-49 years,Female,F,2005,36
Arkansas,Lung and Bronchus,45-49 years,Female,F,2006,44
Arkansas,Lung and Bronchus,45-49 years,Female,F,2007,45
Arkansas,Lung and Bronchus,45-49 years,Female,F,2008,48
Arkansas,Lung and Bronchus,45-49 years,Female,F,2009,41
Arkansas,Lung and Bronchus,45-49 years,Female,F,2010,42
Arkansas,Lung and Bronchus,45-49 years,Female,F,2011,33
Arkansas,Lung and Bronchus,45-49 years,Female,F,2012,23
Arkansas,Lung and Bronchus,45-49 years,Female,F,2013,39
Arkansas,Lung and Bronchus,45-49 years,Female,F,2014,23
Arkansas,Lung and Bronchus,45-49 years,Female,F,2015,21
Arkansas,Lung and Bronchus,45-49 years,Male,M,2001,49
Arkansas,Lung and Bronchus,45-49 years,Male,M,2002,46
Arkansas,Lung and Bronchus,45-49 years,Male,M,2003,67
Arkansas,Lung and Bronchus,45-49 years,Male,M,2004,49
Arkansas,Lung and Bronchus,45-49 years,Male,M,2005,57
Arkansas,Lung and Bronchus,45-49 years,Male,M,2006,61
Arkansas,Lung and Bronchus,45-49 years,Male,M,2007,60
Arkansas,Lung and Bronchus,45-49 years,Male,M,2008,43
Arkansas,Lung and Bronchus,45-49 years,Male,M,2009,53
Arkansas,Lung and Bronchus,45-49 years,Male,M,2010,40
Arkansas,Lung and Bronchus,45-49 years,Male,M,2011,30
Arkansas,Lung and Bronchus,45-49 years,Male,M,2012,28
Arkansas,Lung and Bronchus,45-49 years,Male,M,2013,31
Arkansas,Lung and Bronchus,45-49 years,Male,M,2014,31
Arkansas,Lung and Bronchus,45-49 years,Male,M,2015,25
Arkansas,Lung and Bronchus,50-54 years,Female,F,2001,61
Arkansas,Lung and Bronchus,50-54 years,Female,F,2002,50
Arkansas,Lung and Bronchus,50-54 years,Female,F,2003,55
Arkansas,Lung and Bronchus,50-54 years,Female,F,2004,66
Arkansas,Lung and Bronchus,50-54 years,Female,F,2005,73
Arkansas,Lung and Bronchus,50-54 years,Female,F,2006,56
Arkansas,Lung and Bronchus,50-54 years,Female,F,2007,82
Arkansas,Lung and Bronchus,50-54 years,Female,F,2008,82
Arkansas,Lung and Bronchus,50-54 years,Female,F,2009,66
Arkansas,Lung and Bronchus,50-54 years,Female,F,2010,61
Arkansas,Lung and Bronchus,50-54 years,Female,F,2011,80
Arkansas,Lung and Bronchus,50-54 years,Female,F,2012,87
Arkansas,Lung and Bronchus,50-54 years,Female,F,2013,91
Arkansas,Lung and Bronchus,50-54 years,Female,F,2014,87
Arkansas,Lung and Bronchus,50-54 years,Female,F,2015,78
Arkansas,Lung and Bronchus,50-54 years,Male,M,2001,97
Arkansas,Lung and Bronchus,50-54 years,Male,M,2002,97
Arkansas,Lung and Bronchus,50-54 years,Male,M,2003,97
Arkansas,Lung and Bronchus,50-54 years,Male,M,2004,87
Arkansas,Lung and Bronchus,50-54 years,Male,M,2005,85
Arkansas,Lung and Bronchus,50-54 years,Male,M,2006,86
Arkansas,Lung and Bronchus,50-54 years,Male,M,2007,109
Arkansas,Lung and Bronchus,50-54 years,Male,M,2008,113
Arkansas,Lung and Bronchus,50-54 years,Male,M,2009,101
Arkansas,Lung and Bronchus,50-54 years,Male,M,2010,104
Arkansas,Lung and Bronchus,50-54 years,Male,M,2011,103
Arkansas,Lung and Bronchus,50-54 years,Male,M,2012,92
Arkansas,Lung and Bronchus,50-54 years,Male,M,2013,100
Arkansas,Lung and Bronchus,50-54 years,Male,M,2014,85
Arkansas,Lung and Bronchus,50-54 years,Male,M,2015,90
Arkansas,Lung and Bronchus,55-59 years,Female,F,2001,98
Arkansas,Lung and Bronchus,55-59 years,Female,F,2002,123
Arkansas,Lung and Bronchus,55-59 years,Female,F,2003,94
Arkansas,Lung and Bronchus,55-59 years,Female,F,2004,109
Arkansas,Lung and Bronchus,55-59 years,Female,F,2005,108
Arkansas,Lung and Bronchus,55-59 years,Female,F,2006,94
Arkansas,Lung and Bronchus,55-59 years,Female,F,2007,96
Arkansas,Lung and Bronchus,55-59 years,Female,F,2008,110
Arkansas,Lung and Bronchus,55-59 years,Female,F,2009,90
Arkansas,Lung and Bronchus,55-59 years,Female,F,2010,116
Arkansas,Lung and Bronchus,55-59 years,Female,F,2011,97
Arkansas,Lung and Bronchus,55-59 years,Female,F,2012,111
Arkansas,Lung and Bronchus,55-59 years,Female,F,2013,130
Arkansas,Lung and Bronchus,55-59 years,Female,F,2014,138
Arkansas,Lung and Bronchus,55-59 years,Female,F,2015,146
Arkansas,Lung and Bronchus,55-59 years,Male,M,2001,168
Arkansas,Lung and Bronchus,55-59 years,Male,M,2002,151
Arkansas,Lung and Bronchus,55-59 years,Male,M,2003,162
Arkansas,Lung and Bronchus,55-59 years,Male,M,2004,184
Arkansas,Lung and Bronchus,55-59 years,Male,M,2005,166
Arkansas,Lung and Bronchus,55-59 years,Male,M,2006,143
Arkansas,Lung and Bronchus,55-59 years,Male,M,2007,149
Arkansas,Lung and Bronchus,55-59 years,Male,M,2008,130
Arkansas,Lung and Bronchus,55-59 years,Male,M,2009,160
Arkansas,Lung and Bronchus,55-59 years,Male,M,2010,137
Arkansas,Lung and Bronchus,55-59 years,Male,M,2011,187
Arkansas,Lung and Bronchus,55-59 years,Male,M,2012,162
Arkansas,Lung and Bronchus,55-59 years,Male,M,2013,171
Arkansas,Lung and Bronchus,55-59 years,Male,M,2014,166
Arkansas,Lung and Bronchus,55-59 years,Male,M,2015,179
Arkansas,Lung and Bronchus,60-64 years ,Female,F,2001,122
Arkansas,Lung and Bronchus,60-64 years ,Female,F,2002,150
Arkansas,Lung and Bronchus,60-64 years ,Female,F,2003,142
Arkansas,Lung and Bronchus,60-64 years ,Female,F,2004,132
Arkansas,Lung and Bronchus,60-64 years ,Female,F,2005,154
Arkansas,Lung and Bronchus,60-64 years ,Female,F,2006,174
Arkansas,Lung and Bronchus,60-64 years ,Female,F,2007,157
Arkansas,Lung and Bronchus,60-64 years ,Female,F,2008,148
Arkansas,Lung and Bronchus,60-64 years ,Female,F,2009,145
Arkansas,Lung and Bronchus,60-64 years ,Female,F,2010,166
Arkansas,Lung and Bronchus,60-64 years ,Female,F,2011,131
Arkansas,Lung and Bronchus,60-64 years ,Female,F,2012,134
Arkansas,Lung and Bronchus,60-64 years ,Female,F,2013,126
Arkansas,Lung and Bronchus,60-64 years ,Female,F,2014,150
Arkansas,Lung and Bronchus,60-64 years ,Female,F,2015,181
Arkansas,Lung and Bronchus,60-64 years ,Male,M,2001,213
Arkansas,Lung and Bronchus,60-64 years ,Male,M,2002,204
Arkansas,Lung and Bronchus,60-64 years ,Male,M,2003,194
Arkansas,Lung and Bronchus,60-64 years ,Male,M,2004,217
Arkansas,Lung and Bronchus,60-64 years ,Male,M,2005,231
Arkansas,Lung and Bronchus,60-64 years ,Male,M,2006,239
Arkansas,Lung and Bronchus,60-64 years ,Male,M,2007,224
Arkansas,Lung and Bronchus,60-64 years ,Male,M,2008,254
Arkansas,Lung and Bronchus,60-64 years ,Male,M,2009,202
Arkansas,Lung and Bronchus,60-64 years ,Male,M,2010,226
Arkansas,Lung and Bronchus,60-64 years ,Male,M,2011,207
Arkansas,Lung and Bronchus,60-64 years ,Male,M,2012,220
Arkansas,Lung and Bronchus,60-64 years ,Male,M,2013,250
Arkansas,Lung and Bronchus,60-64 years ,Male,M,2014,215
Arkansas,Lung and Bronchus,60-64 years ,Male,M,2015,236
California,Lip,40-44 years,Male,M,2001,19
California,Lip,40-44 years,Male,M,2002,18
California,Lip,45-49 years,Male,M,2000,18
California,Lip,45-49 years,Male,M,2004,16
California,Lip,45-49 years,Male,M,2005,19
California,Lip,45-49 years,Male,M,2006,22
California,Lip,45-49 years,Male,M,2009,17
California,Lip,50-54 years,Male,M,2000,17
California,Lip,50-54 years,Male,M,2001,20
California,Lip,50-54 years,Male,M,2009,27
California,Lip,50-54 years,Male,M,2010,24
California,Lip,50-54 years,Male,M,2011,32
California,Lip,50-54 years,Male,M,2012,22
California,Lip,50-54 years,Male,M,2013,20
California,Lip,50-54 years,Male,M,2014,26
California,Lip,50-54 years,Male,M,2015,22
California,Lip,55-59 years,Male,M,2000,22
California,Lip,55-59 years,Male,M,2001,21
California,Lip,55-59 years,Male,M,2002,23
California,Lip,55-59 years,Male,M,2003,24
California,Lip,55-59 years,Male,M,2004,17
California,Lip,55-59 years,Male,M,2005,23
California,Lip,55-59 years,Male,M,2006,18
California,Lip,55-59 years,Male,M,2007,24
California,Lip,55-59 years,Male,M,2008,17
California,Lip,55-59 years,Male,M,2009,24
California,Lip,55-59 years,Male,M,2010,25
California,Lip,55-59 years,Male,M,2011,17
California,Lip,55-59 years,Male,M,2012,29
California,Lip,55-59 years,Male,M,2013,23
California,Lip,55-59 years,Male,M,2014,24
California,Lip,55-59 years,Male,M,2015,30
California,Lip,60-64 years ,Male,M,2001,18
California,Lip,60-64 years ,Male,M,2003,23
California,Lip,60-64 years ,Male,M,2004,23
California,Lip,60-64 years ,Male,M,2005,18
California,Lip,60-64 years ,Male,M,2007,22
California,Lip,60-64 years ,Male,M,2008,20
California,Lip,60-64 years ,Male,M,2009,22
California,Lip,60-64 years ,Male,M,2010,17
California,Lip,60-64 years ,Male,M,2011,19
California,Lip,60-64 years ,Male,M,2012,28
California,Lip,60-64 years ,Male,M,2013,18
California,Lip,60-64 years ,Male,M,2015,27
California,Tongue,35-39 years,Male,M,2007,18
California,Tongue,40-44 years,Female,F,2000,16
California,Tongue,40-44 years,Female,F,2002,16
California,Tongue,40-44 years,Male,M,2000,17
California,Tongue,40-44 years,Male,M,2001,29
California,Tongue,40-44 years,Male,M,2002,29
California,Tongue,40-44 years,Male,M,2003,20
California,Tongue,40-44 years,Male,M,2004,31
California,Tongue,40-44 years,Male,M,2005,21
California,Tongue,40-44 years,Male,M,2006,34
California,Tongue,40-44 years,Male,M,2007,27
California,Tongue,40-44 years,Male,M,2008,22
California,Tongue,40-44 years,Male,M,2009,32
California,Tongue,40-44 years,Male,M,2010,18
California,Tongue,40-44 years,Male,M,2011,23
California,Tongue,40-44 years,Male,M,2012,29
California,Tongue,40-44 years,Male,M,2013,20
California,Tongue,40-44 years,Male,M,2014,23
California,Tongue,40-44 years,Male,M,2015,20
California,Tongue,45-49 years,Female,F,2000,25
California,Tongue,45-49 years,Female,F,2001,20
California,Tongue,45-49 years,Female,F,2002,21
California,Tongue,45-49 years,Female,F,2003,21
California,Tongue,45-49 years,Female,F,2004,19
California,Tongue,45-49 years,Female,F,2005,21
California,Tongue,45-49 years,Female,F,2006,35
California,Tongue,45-49 years,Female,F,2007,21
California,Tongue,45-49 years,Female,F,2008,18
California,Tongue,45-49 years,Female,F,2009,23
California,Tongue,45-49 years,Female,F,2010,25
California,Tongue,45-49 years,Female,F,2011,17
California,Tongue,45-49 years,Female,F,2012,20
California,Tongue,45-49 years,Female,F,2013,21
California,Tongue,45-49 years,Female,F,2014,22
California,Tongue,45-49 years,Male,M,2000,58
California,Tongue,45-49 years,Male,M,2001,49
California,Tongue,45-49 years,Male,M,2002,61
California,Tongue,45-49 years,Male,M,2003,38
California,Tongue,45-49 years,Male,M,2004,55
California,Tongue,45-49 years,Male,M,2005,47
California,Tongue,45-49 years,Male,M,2006,47
California,Tongue,45-49 years,Male,M,2007,48
California,Tongue,45-49 years,Male,M,2008,52
California,Tongue,45-49 years,Male,M,2009,64
California,Tongue,45-49 years,Male,M,2010,51
California,Tongue,45-49 years,Male,M,2011,77
California,Tongue,45-49 years,Male,M,2012,73
California,Tongue,45-49 years,Male,M,2013,42
California,Tongue,45-49 years,Male,M,2014,45
California,Tongue,45-49 years,Male,M,2015,55
California,Tongue,50-54 years,Female,F,2000,29
California,Tongue,50-54 years,Female,F,2001,26
California,Tongue,50-54 years,Female,F,2002,25
California,Tongue,50-54 years,Female,F,2003,24
California,Tongue,50-54 years,Female,F,2004,33
California,Tongue,50-54 years,Female,F,2005,30
California,Tongue,50-54 years,Female,F,2006,37
California,Tongue,50-54 years,Female,F,2007,30
California,Tongue,50-54 years,Female,F,2008,32
California,Tongue,50-54 years,Female,F,2009,26
California,Tongue,50-54 years,Female,F,2010,34
California,Tongue,50-54 years,Female,F,2011,23
California,Tongue,50-54 years,Female,F,2012,38
California,Tongue,50-54 years,Female,F,2013,28
California,Tongue,50-54 years,Female,F,2014,44
California,Tongue,50-54 years,Female,F,2015,26
California,Tongue,50-54 years,Male,M,2000,81
California,Tongue,50-54 years,Male,M,2001,97
California,Tongue,50-54 years,Male,M,2002,87
California,Tongue,50-54 years,Male,M,2003,92
California,Tongue,50-54 years,Male,M,2004,88
California,Tongue,50-54 years,Male,M,2005,83
California,Tongue,50-54 years,Male,M,2006,97
California,Tongue,50-54 years,Male,M,2007,113
California,Tongue,50-54 years,Male,M,2008,88
California,Tongue,50-54 years,Male,M,2009,102
California,Tongue,50-54 years,Male,M,2010,97
California,Tongue,50-54 years,Male,M,2011,118
California,Tongue,50-54 years,Male,M,2012,95
California,Tongue,50-54 years,Male,M,2013,104
California,Tongue,50-54 years,Male,M,2014,108
California,Tongue,50-54 years,Male,M,2015,117
California,Tongue,55-59 years,Female,F,2000,28
California,Tongue,55-59 years,Female,F,2001,29
California,Tongue,55-59 years,Female,F,2002,23
California,Tongue,55-59 years,Female,F,2003,27
California,Tongue,55-59 years,Female,F,2004,31
California,Tongue,55-59 years,Female,F,2005,35
California,Tongue,55-59 years,Female,F,2006,40
California,Tongue,55-59 years,Female,F,2007,36
California,Tongue,55-59 years,Female,F,2008,50
California,Tongue,55-59 years,Female,F,2009,34
California,Tongue,55-59 years,Female,F,2010,49
California,Tongue,55-59 years,Female,F,2011,32
California,Tongue,55-59 years,Female,F,2012,44
California,Tongue,55-59 years,Female,F,2013,47
California,Tongue,55-59 years,Female,F,2014,50
California,Tongue,55-59 years,Female,F,2015,63
California,Tongue,55-59 years,Male,M,2000,71
California,Tongue,55-59 years,Male,M,2001,71
California,Tongue,55-59 years,Male,M,2002,102
California,Tongue,55-59 years,Male,M,2003,98
California,Tongue,55-59 years,Male,M,2004,117
California,Tongue,55-59 years,Male,M,2005,122
California,Tongue,55-59 years,Male,M,2006,114
California,Tongue,55-59 years,Male,M,2007,106
California,Tongue,55-59 years,Male,M,2008,139
California,Tongue,55-59 years,Male,M,2009,126
California,Tongue,55-59 years,Male,M,2010,135
California,Tongue,55-59 years,Male,M,2011,156
California,Tongue,55-59 years,Male,M,2012,149
California,Tongue,55-59 years,Male,M,2013,160
California,Tongue,55-59 years,Male,M,2014,164
California,Tongue,55-59 years,Male,M,2015,160
California,Tongue,60-64 years ,Female,F,2000,25
California,Tongue,60-64 years ,Female,F,2001,32
California,Tongue,60-64 years ,Female,F,2002,30
California,Tongue,60-64 years ,Female,F,2003,29
California,Tongue,60-64 years ,Female,F,2004,32
California,Tongue,60-64 years ,Female,F,2005,34
California,Tongue,60-64 years ,Female,F,2006,38
California,Tongue,60-64 years ,Female,F,2007,47
California,Tongue,60-64 years ,Female,F,2008,51
California,Tongue,60-64 years ,Female,F,2009,51
California,Tongue,60-64 years ,Female,F,2010,32
California,Tongue,60-64 years ,Female,F,2011,59
California,Tongue,60-64 years ,Female,F,2012,48
California,Tongue,60-64 years ,Female,F,2013,50
California,Tongue,60-64 years ,Female,F,2014,55
California,Tongue,60-64 years ,Female,F,2015,58
California,Tongue,60-64 years ,Male,M,2000,77
